srclang,trglang,srcIndex,documentId,segmentId,judgeId,system1Number,system1Id,system2Number,system2Id,rank
English,French,14,en-fr.test,14,A2SLT3VADFP09C,36,66,34,64,11
English,French,15,en-fr.test,15,A2SLT3VADFP09C,5,17,33,62,2
English,French,22,en-fr.test,22,A2ALWSGDVHR88Y,41,70,38,68,11
English,French,23,en-fr.test,23,A2ALWSGDVHR88Y,13,26,19,41,1
English,French,24,en-fr.test,24,A2ALWSGDVHR88Y,40,7,7,19,1
English,French,1,en-fr.test,1,A2SLT3VADFP09C,9,21,36,66,11
English,French,2,en-fr.test,2,A2SLT3VADFP09C,13,26,36,66,1
English,French,3,en-fr.test,3,A2SLT3VADFP09C,36,66,35,65,11
English,French,19,en-fr.test,19,A2R20SOIBO289V,35,65,50,8,11
English,French,20,en-fr.test,20,A2R20SOIBO289V,9,21,7,19,2
English,French,21,en-fr.test,21,A2R20SOIBO289V,40,7,35,65,2
English,French,7,en-fr.test,7,A2ALWSGDVHR88Y,8,20,37,67,1
English,French,8,en-fr.test,8,A2ALWSGDVHR88Y,19,41,39,69,2
English,French,9,en-fr.test,9,A2ALWSGDVHR88Y,5,17,9,21,2
English,French,13,en-fr.test,13,AK7YVYGMIF6T0,5,17,33,62,2
English,French,14,en-fr.test,14,AK7YVYGMIF6T0,34,64,8,20,1
English,French,15,en-fr.test,15,AK7YVYGMIF6T0,36,66,40,7,2
English,French,13,en-fr.test,13,ALZ4NXJQJRDJZ,5,17,33,62,2
English,French,14,en-fr.test,14,ALZ4NXJQJRDJZ,34,64,8,20,1
English,French,15,en-fr.test,15,ALZ4NXJQJRDJZ,36,66,40,7,2
English,French,16,en-fr.test,16,ALZ4NXJQJRDJZ,13,26,35,65,2
English,French,17,en-fr.test,17,ALZ4NXJQJRDJZ,5,17,34,64,1
English,French,18,en-fr.test,18,ALZ4NXJQJRDJZ,7,19,19,41,1
English,French,16,en-fr.test,16,ALZ4NXJQJRDJZ,33,62,39,69,1
English,French,17,en-fr.test,17,ALZ4NXJQJRDJZ,36,66,19,41,1
English,French,18,en-fr.test,18,ALZ4NXJQJRDJZ,50,8,39,69,1
English,French,13,en-fr.test,13,A2D84PVQ0W48QR,9,21,51,9,2
English,French,14,en-fr.test,14,A2D84PVQ0W48QR,36,66,9,21,1
English,French,15,en-fr.test,15,A2D84PVQ0W48QR,7,19,35,65,2
English,French,13,en-fr.test,13,ALZ4NXJQJRDJZ,9,21,51,9,2
English,French,14,en-fr.test,14,ALZ4NXJQJRDJZ,36,66,9,21,1
English,French,15,en-fr.test,15,ALZ4NXJQJRDJZ,7,19,35,65,1
English,French,16,en-fr.test,16,A4HLAZISP26GH,50,8,39,69,1
English,French,17,en-fr.test,17,A4HLAZISP26GH,8,20,34,64,2
English,French,18,en-fr.test,18,A4HLAZISP26GH,5,17,38,68,2
English,French,22,en-fr.test,22,ALZ4NXJQJRDJZ,34,64,41,70,1
English,French,23,en-fr.test,23,ALZ4NXJQJRDJZ,5,17,35,65,11
English,French,24,en-fr.test,24,ALZ4NXJQJRDJZ,7,19,5,17,1
English,French,1,en-fr.test,1,ALZ4NXJQJRDJZ,19,41,41,70,2
English,French,2,en-fr.test,2,ALZ4NXJQJRDJZ,33,62,19,41,1
English,French,3,en-fr.test,3,ALZ4NXJQJRDJZ,5,17,51,9,1
English,French,4,en-fr.test,4,AQNOTFW1HV5JG,33,62,38,68,2
English,French,5,en-fr.test,5,AQNOTFW1HV5JG,19,41,40,7,2
English,French,6,en-fr.test,6,AQNOTFW1HV5JG,5,17,38,68,1
English,French,16,en-fr.test,16,A4HLAZISP26GH,39,69,50,8,2
English,French,17,en-fr.test,17,A4HLAZISP26GH,13,26,38,68,2
English,French,18,en-fr.test,18,A4HLAZISP26GH,8,20,7,19,1
English,French,19,en-fr.test,19,AK7YVYGMIF6T0,51,9,8,20,2
English,French,20,en-fr.test,20,AK7YVYGMIF6T0,34,64,37,67,11
English,French,21,en-fr.test,21,AK7YVYGMIF6T0,33,62,41,70,2
English,French,19,en-fr.test,19,A2D84PVQ0W48QR,51,9,8,20,1
English,French,20,en-fr.test,20,A2D84PVQ0W48QR,34,64,37,67,1
English,French,21,en-fr.test,21,A2D84PVQ0W48QR,33,62,41,70,2
English,French,25,en-fr.test,25,A2ALWSGDVHR88Y,33,62,40,7,1
English,French,26,en-fr.test,26,A2ALWSGDVHR88Y,37,67,35,65,11
English,French,27,en-fr.test,27,A2ALWSGDVHR88Y,39,69,9,21,11
English,French,1,en-fr.test,1,AQNOTFW1HV5JG,35,65,19,41,1
English,French,2,en-fr.test,2,AQNOTFW1HV5JG,39,69,34,64,1
English,French,3,en-fr.test,3,AQNOTFW1HV5JG,9,21,5,17,2
English,French,1,en-fr.test,1,AK7YVYGMIF6T0,35,65,19,41,1
English,French,2,en-fr.test,2,AK7YVYGMIF6T0,39,69,34,64,1
English,French,3,en-fr.test,3,AK7YVYGMIF6T0,9,21,5,17,2
English,French,13,en-fr.test,13,AGOA2P50SFR1E,33,62,34,64,1
English,French,14,en-fr.test,14,AGOA2P50SFR1E,51,9,36,66,11
English,French,15,en-fr.test,15,AGOA2P50SFR1E,5,17,33,62,2
English,French,19,en-fr.test,19,ALZ4NXJQJRDJZ,39,69,7,19,11
English,French,20,en-fr.test,20,ALZ4NXJQJRDJZ,38,68,35,65,2
English,French,21,en-fr.test,21,ALZ4NXJQJRDJZ,39,69,13,26,1
English,French,7,en-fr.test,7,A2SLT3VADFP09C,35,65,40,7,1
English,French,8,en-fr.test,8,A2SLT3VADFP09C,13,26,39,69,2
English,French,9,en-fr.test,9,A2SLT3VADFP09C,40,7,37,67,2
English,French,7,en-fr.test,7,AZSX83KOOREJ0,9,21,19,41,1
English,French,8,en-fr.test,8,AZSX83KOOREJ0,38,68,33,62,11
English,French,9,en-fr.test,9,AZSX83KOOREJ0,19,41,5,17,2
English,French,19,en-fr.test,19,AQNOTFW1HV5JG,19,41,35,65,2
English,French,20,en-fr.test,20,AQNOTFW1HV5JG,50,8,35,65,2
English,French,21,en-fr.test,21,AQNOTFW1HV5JG,13,26,37,67,2
English,French,1,en-fr.test,1,A4HLAZISP26GH,34,64,19,41,1
English,French,2,en-fr.test,2,A4HLAZISP26GH,9,21,7,19,11
English,French,3,en-fr.test,3,A4HLAZISP26GH,37,67,41,70,2
English,French,10,en-fr.test,10,A2SLT3VADFP09C,38,68,9,21,2
English,French,11,en-fr.test,11,A2SLT3VADFP09C,50,8,8,20,11
English,French,12,en-fr.test,12,A2SLT3VADFP09C,37,67,8,20,2
English,French,10,en-fr.test,10,A2ALWSGDVHR88Y,38,68,50,8,1
English,French,11,en-fr.test,11,A2ALWSGDVHR88Y,41,70,40,7,11
English,French,12,en-fr.test,12,A2ALWSGDVHR88Y,39,69,13,26,2
English,French,16,en-fr.test,16,ALZ4NXJQJRDJZ,41,70,36,66,2
English,French,17,en-fr.test,17,ALZ4NXJQJRDJZ,41,70,37,67,11
English,French,18,en-fr.test,18,ALZ4NXJQJRDJZ,51,9,38,68,2
English,French,10,en-fr.test,10,A1FDOA5F56OGE8,13,26,9,21,1
English,French,11,en-fr.test,11,A1FDOA5F56OGE8,37,67,38,68,11
English,French,12,en-fr.test,12,A1FDOA5F56OGE8,41,70,13,26,2
English,French,10,en-fr.test,10,AK7YVYGMIF6T0,13,26,51,9,1
English,French,11,en-fr.test,11,AK7YVYGMIF6T0,9,21,51,9,1
English,French,12,en-fr.test,12,AK7YVYGMIF6T0,34,64,13,26,2
English,French,10,en-fr.test,10,A2ALWSGDVHR88Y,13,26,51,9,2
English,French,11,en-fr.test,11,A2ALWSGDVHR88Y,9,21,51,9,2
English,French,12,en-fr.test,12,A2ALWSGDVHR88Y,34,64,13,26,2
English,French,16,en-fr.test,16,A2ALWSGDVHR88Y,19,41,7,19,2
English,French,17,en-fr.test,17,A2ALWSGDVHR88Y,5,17,19,41,1
English,French,18,en-fr.test,18,A2ALWSGDVHR88Y,50,8,33,62,11
English,French,1,en-fr.test,1,AYRVLXBN4AB58,40,7,7,19,2
English,French,2,en-fr.test,2,AYRVLXBN4AB58,7,19,38,68,1
English,French,3,en-fr.test,3,AYRVLXBN4AB58,40,7,39,69,2
English,French,1,en-fr.test,1,AQNOTFW1HV5JG,40,7,7,19,1
English,French,2,en-fr.test,2,AQNOTFW1HV5JG,7,19,38,68,1
English,French,3,en-fr.test,3,AQNOTFW1HV5JG,40,7,39,69,1
English,French,22,en-fr.test,22,A3VS73NCMIPDLI,33,62,9,21,1
English,French,23,en-fr.test,23,A3VS73NCMIPDLI,35,65,39,69,11
English,French,24,en-fr.test,24,A3VS73NCMIPDLI,40,7,7,19,1
English,French,7,en-fr.test,7,AQNOTFW1HV5JG,35,65,13,26,2
English,French,8,en-fr.test,8,AQNOTFW1HV5JG,51,9,7,19,2
English,French,9,en-fr.test,9,AQNOTFW1HV5JG,13,26,41,70,1
English,French,19,en-fr.test,19,ALZ4NXJQJRDJZ,8,20,5,17,2
English,French,20,en-fr.test,20,ALZ4NXJQJRDJZ,36,66,50,8,1
English,French,21,en-fr.test,21,ALZ4NXJQJRDJZ,41,70,34,64,1
English,French,22,en-fr.test,22,A4HLAZISP26GH,34,64,41,70,11
English,French,23,en-fr.test,23,A4HLAZISP26GH,50,8,37,67,11
English,French,24,en-fr.test,24,A4HLAZISP26GH,38,68,37,67,1
English,French,22,en-fr.test,22,A3VS73NCMIPDLI,8,20,33,62,2
English,French,23,en-fr.test,23,A3VS73NCMIPDLI,19,41,51,9,2
English,French,24,en-fr.test,24,A3VS73NCMIPDLI,9,21,5,17,1
English,French,7,en-fr.test,7,AK7YVYGMIF6T0,36,66,51,9,11
English,French,8,en-fr.test,8,AK7YVYGMIF6T0,50,8,35,65,2
English,French,9,en-fr.test,9,AK7YVYGMIF6T0,37,67,34,64,2
English,French,19,en-fr.test,19,A10DDXKFJGT66R,8,20,19,41,2
English,French,20,en-fr.test,20,A10DDXKFJGT66R,38,68,7,19,1
English,French,21,en-fr.test,21,A10DDXKFJGT66R,50,8,7,19,11
English,French,7,en-fr.test,7,AGOA2P50SFR1E,8,20,50,8,2
English,French,8,en-fr.test,8,AGOA2P50SFR1E,51,9,35,65,1
English,French,9,en-fr.test,9,AGOA2P50SFR1E,41,70,9,21,2
English,French,13,en-fr.test,13,AGOA2P50SFR1E,7,19,38,68,1
English,French,14,en-fr.test,14,AGOA2P50SFR1E,19,41,36,66,2
English,French,15,en-fr.test,15,AGOA2P50SFR1E,38,68,41,70,2
English,French,4,en-fr.test,4,AGOA2P50SFR1E,8,20,35,65,1
English,French,5,en-fr.test,5,AGOA2P50SFR1E,19,41,8,20,2
English,French,6,en-fr.test,6,AGOA2P50SFR1E,7,19,34,64,1
English,French,7,en-fr.test,7,A3VS73NCMIPDLI,50,8,40,7,11
English,French,8,en-fr.test,8,A3VS73NCMIPDLI,7,19,36,66,1
English,French,9,en-fr.test,9,A3VS73NCMIPDLI,9,21,5,17,1
English,French,7,en-fr.test,7,AGOA2P50SFR1E,7,19,38,68,2
English,French,8,en-fr.test,8,AGOA2P50SFR1E,39,69,38,68,1
English,French,9,en-fr.test,9,AGOA2P50SFR1E,13,26,19,41,1
English,French,16,en-fr.test,16,AK7YVYGMIF6T0,9,21,13,26,1
English,French,17,en-fr.test,17,AK7YVYGMIF6T0,36,66,9,21,11
English,French,18,en-fr.test,18,AK7YVYGMIF6T0,8,20,41,70,1
English,French,25,en-fr.test,25,A26O9HJZD9I5JA,38,68,8,20,11
English,French,26,en-fr.test,26,A26O9HJZD9I5JA,40,7,19,41,1
English,French,27,en-fr.test,27,A26O9HJZD9I5JA,35,65,5,17,1
English,French,25,en-fr.test,25,A2B6J1Z3IGHS18,39,69,5,17,1
English,French,26,en-fr.test,26,A2B6J1Z3IGHS18,8,20,36,66,1
English,French,27,en-fr.test,27,A2B6J1Z3IGHS18,37,67,50,8,2
English,French,4,en-fr.test,4,AK7YVYGMIF6T0,41,70,5,17,1
English,French,5,en-fr.test,5,AK7YVYGMIF6T0,39,69,8,20,11
English,French,6,en-fr.test,6,AK7YVYGMIF6T0,37,67,50,8,11
English,French,7,en-fr.test,7,AK7YVYGMIF6T0,19,41,9,21,2
English,French,8,en-fr.test,8,AK7YVYGMIF6T0,39,69,40,7,1
English,French,9,en-fr.test,9,AK7YVYGMIF6T0,37,67,33,62,2
English,French,13,en-fr.test,13,A2B6J1Z3IGHS18,50,8,40,7,2
English,French,14,en-fr.test,14,A2B6J1Z3IGHS18,7,19,5,17,2
English,French,15,en-fr.test,15,A2B6J1Z3IGHS18,37,67,39,69,2
English,French,16,en-fr.test,16,A26O9HJZD9I5JA,50,8,7,19,11
English,French,17,en-fr.test,17,A26O9HJZD9I5JA,19,41,33,62,1
English,French,18,en-fr.test,18,A26O9HJZD9I5JA,36,66,19,41,1
English,French,19,en-fr.test,19,A2B6J1Z3IGHS18,35,65,40,7,2
English,French,20,en-fr.test,20,A2B6J1Z3IGHS18,51,9,37,67,2
English,French,21,en-fr.test,21,A2B6J1Z3IGHS18,9,21,37,67,2
English,French,25,en-fr.test,25,A2B6J1Z3IGHS18,35,65,34,64,2
English,French,26,en-fr.test,26,A2B6J1Z3IGHS18,5,17,35,65,2
English,French,27,en-fr.test,27,A2B6J1Z3IGHS18,19,41,41,70,2
English,French,25,en-fr.test,25,A2B6J1Z3IGHS18,37,67,35,65,1
English,French,26,en-fr.test,26,A2B6J1Z3IGHS18,33,62,50,8,1
English,French,27,en-fr.test,27,A2B6J1Z3IGHS18,33,62,34,64,2
English,French,1,en-fr.test,1,A2B6J1Z3IGHS18,7,19,37,67,2
English,French,2,en-fr.test,2,A2B6J1Z3IGHS18,13,26,50,8,1
English,French,3,en-fr.test,3,A2B6J1Z3IGHS18,39,69,34,64,1
English,French,4,en-fr.test,4,AK7YVYGMIF6T0,33,62,37,67,2
English,French,5,en-fr.test,5,AK7YVYGMIF6T0,13,26,37,67,2
English,French,6,en-fr.test,6,AK7YVYGMIF6T0,9,21,19,41,1
English,French,19,en-fr.test,19,AK7YVYGMIF6T0,50,8,38,68,11
English,French,20,en-fr.test,20,AK7YVYGMIF6T0,38,68,51,9,1
English,French,21,en-fr.test,21,AK7YVYGMIF6T0,37,67,13,26,11
English,French,13,en-fr.test,13,A2B6J1Z3IGHS18,5,17,33,62,2
English,French,14,en-fr.test,14,A2B6J1Z3IGHS18,19,41,39,69,2
English,French,15,en-fr.test,15,A2B6J1Z3IGHS18,36,66,50,8,2
English,French,10,en-fr.test,10,AW17FU3U5XYAM,51,9,33,62,11
English,French,11,en-fr.test,11,AW17FU3U5XYAM,9,21,40,7,1
English,French,12,en-fr.test,12,AW17FU3U5XYAM,41,70,33,62,1
English,French,22,en-fr.test,22,A2B6J1Z3IGHS18,37,67,36,66,1
English,French,23,en-fr.test,23,A2B6J1Z3IGHS18,9,21,40,7,11
English,French,24,en-fr.test,24,A2B6J1Z3IGHS18,50,8,37,67,1
English,French,13,en-fr.test,13,A2B6J1Z3IGHS18,7,19,37,67,1
English,French,14,en-fr.test,14,A2B6J1Z3IGHS18,39,69,33,62,1
English,French,15,en-fr.test,15,A2B6J1Z3IGHS18,50,8,38,68,1
English,French,10,en-fr.test,10,AK7YVYGMIF6T0,5,17,33,62,1
English,French,11,en-fr.test,11,AK7YVYGMIF6T0,9,21,37,67,1
English,French,12,en-fr.test,12,AK7YVYGMIF6T0,7,19,37,67,2
English,French,19,en-fr.test,19,AZSX83KOOREJ0,41,70,36,66,11
English,French,20,en-fr.test,20,AZSX83KOOREJ0,13,26,19,41,1
English,French,21,en-fr.test,21,AZSX83KOOREJ0,19,41,7,19,2
English,French,16,en-fr.test,16,AK7YVYGMIF6T0,8,20,40,7,2
English,French,17,en-fr.test,17,AK7YVYGMIF6T0,9,21,7,19,1
English,French,18,en-fr.test,18,AK7YVYGMIF6T0,36,66,33,62,11
English,French,4,en-fr.test,4,A2B6J1Z3IGHS18,38,68,40,7,1
English,French,5,en-fr.test,5,A2B6J1Z3IGHS18,37,67,35,65,1
English,French,6,en-fr.test,6,A2B6J1Z3IGHS18,13,26,51,9,2
English,French,10,en-fr.test,10,A2JFO883AOTIUY,34,64,9,21,1
English,French,11,en-fr.test,11,A2JFO883AOTIUY,34,64,7,19,1
English,French,12,en-fr.test,12,A2JFO883AOTIUY,35,65,19,41,1
English,French,10,en-fr.test,10,A2B6J1Z3IGHS18,37,67,13,26,2
English,French,11,en-fr.test,11,A2B6J1Z3IGHS18,36,66,34,64,2
English,French,12,en-fr.test,12,A2B6J1Z3IGHS18,50,8,35,65,2
English,French,19,en-fr.test,19,A2B6J1Z3IGHS18,33,62,41,70,1
English,French,20,en-fr.test,20,A2B6J1Z3IGHS18,51,9,9,21,1
English,French,21,en-fr.test,21,A2B6J1Z3IGHS18,41,70,13,26,2
English,French,19,en-fr.test,19,A2B6J1Z3IGHS18,33,62,39,69,1
English,French,20,en-fr.test,20,A2B6J1Z3IGHS18,34,64,39,69,1
English,French,21,en-fr.test,21,A2B6J1Z3IGHS18,19,41,50,8,2
English,French,7,en-fr.test,7,A3F5ND4OV61TT6,5,17,13,26,1
English,French,8,en-fr.test,8,A3F5ND4OV61TT6,35,65,41,70,2
English,French,9,en-fr.test,9,A3F5ND4OV61TT6,13,26,8,20,2
English,French,4,en-fr.test,4,A2B6J1Z3IGHS18,33,62,37,67,1
English,French,5,en-fr.test,5,A2B6J1Z3IGHS18,34,64,40,7,1
English,French,6,en-fr.test,6,A2B6J1Z3IGHS18,50,8,34,64,1
English,French,1,en-fr.test,1,AK7YVYGMIF6T0,9,21,19,41,1
English,French,2,en-fr.test,2,AK7YVYGMIF6T0,38,68,39,69,2
English,French,3,en-fr.test,3,AK7YVYGMIF6T0,40,7,5,17,2
English,French,13,en-fr.test,13,AK7YVYGMIF6T0,39,69,35,65,1
English,French,14,en-fr.test,14,AK7YVYGMIF6T0,50,8,39,69,2
English,French,15,en-fr.test,15,AK7YVYGMIF6T0,35,65,50,8,2
English,French,25,en-fr.test,25,A3F5ND4OV61TT6,9,21,39,69,11
English,French,26,en-fr.test,26,A3F5ND4OV61TT6,7,19,13,26,1
English,French,27,en-fr.test,27,A3F5ND4OV61TT6,34,64,33,62,2
English,French,4,en-fr.test,4,A2JFO883AOTIUY,36,66,9,21,1
English,French,5,en-fr.test,5,A2JFO883AOTIUY,19,41,8,20,2
English,French,6,en-fr.test,6,A2JFO883AOTIUY,38,68,51,9,2
English,French,4,en-fr.test,4,A2B6J1Z3IGHS18,39,69,34,64,2
English,French,5,en-fr.test,5,A2B6J1Z3IGHS18,40,7,39,69,2
