srclang,trglang,srcIndex,documentId,segmentId,judgeId,system1Number,system1Id,system2Number,system2Id,rank
English,Arabic,14,en-ar.test,14,AZPPKDVC1DES0,18,40,1,10,2
English,Arabic,15,en-ar.test,15,AZPPKDVC1DES0,2,11,18,40,2
English,Arabic,25,en-ar.test,25,A2QZIVQJ94J6WN,15,33,1,10,1
English,Arabic,26,en-ar.test,26,A2QZIVQJ94J6WN,48,78,47,77,1
English,Arabic,27,en-ar.test,27,A2QZIVQJ94J6WN,11,24,47,77,1
English,Arabic,1,en-ar.test,1,A2IC9J5H77O3O5,18,40,10,23,11
English,Arabic,2,en-ar.test,2,A2IC9J5H77O3O5,45,75,27,55,2
English,Arabic,3,en-ar.test,3,A2IC9J5H77O3O5,27,55,49,79,11
English,Arabic,1,en-ar.test,1,AQNOTFW1HV5JG,15,33,2,11,2
English,Arabic,2,en-ar.test,2,AQNOTFW1HV5JG,27,55,28,56,2
English,Arabic,3,en-ar.test,3,AQNOTFW1HV5JG,48,78,1,10,1
English,Arabic,13,en-ar.test,13,A3NZX8SBUA1O6B,1,10,11,24,1
English,Arabic,14,en-ar.test,14,A3NZX8SBUA1O6B,47,77,10,23,2
English,Arabic,15,en-ar.test,15,A3NZX8SBUA1O6B,11,24,48,78,2
English,Arabic,13,en-ar.test,13,A22S5BDC3RQHWO,1,10,11,24,1
English,Arabic,14,en-ar.test,14,A22S5BDC3RQHWO,47,77,10,23,1
English,Arabic,15,en-ar.test,15,A22S5BDC3RQHWO,11,24,48,78,2
English,Arabic,16,en-ar.test,16,A2QZIVQJ94J6WN,1,10,45,75,1
English,Arabic,17,en-ar.test,17,A2QZIVQJ94J6WN,28,56,32,61,1
English,Arabic,18,en-ar.test,18,A2QZIVQJ94J6WN,49,79,22,49,1
English,Arabic,16,en-ar.test,16,A156UN1VM5KXAQ,1,10,45,75,11
English,Arabic,17,en-ar.test,17,A156UN1VM5KXAQ,28,56,32,61,11
English,Arabic,18,en-ar.test,18,A156UN1VM5KXAQ,49,79,22,49,1
English,Arabic,7,en-ar.test,7,AQNOTFW1HV5JG,1,10,22,49,1
English,Arabic,8,en-ar.test,8,AQNOTFW1HV5JG,28,56,10,23,1
English,Arabic,9,en-ar.test,9,AQNOTFW1HV5JG,11,24,1,10,1
English,Arabic,25,en-ar.test,25,AQNOTFW1HV5JG,45,75,2,11,1
English,Arabic,26,en-ar.test,26,AQNOTFW1HV5JG,10,23,11,24,2
English,Arabic,27,en-ar.test,27,AQNOTFW1HV5JG,45,75,18,40,1
English,Arabic,13,en-ar.test,13,A2QZIVQJ94J6WN,48,78,10,23,1
English,Arabic,14,en-ar.test,14,A2QZIVQJ94J6WN,22,49,49,79,1
English,Arabic,15,en-ar.test,15,A2QZIVQJ94J6WN,27,55,32,61,1
English,Arabic,13,en-ar.test,13,AQNOTFW1HV5JG,21,48,24,51,2
English,Arabic,14,en-ar.test,14,AQNOTFW1HV5JG,18,40,27,55,2
English,Arabic,15,en-ar.test,15,AQNOTFW1HV5JG,1,10,24,51,1
English,Arabic,19,en-ar.test,19,AQNOTFW1HV5JG,24,51,30,59,2
English,Arabic,20,en-ar.test,20,AQNOTFW1HV5JG,1,10,47,77,2
English,Arabic,21,en-ar.test,21,AQNOTFW1HV5JG,15,33,30,59,2
English,Arabic,13,en-ar.test,13,AQNOTFW1HV5JG,18,40,28,56,2
English,Arabic,14,en-ar.test,14,AQNOTFW1HV5JG,32,61,27,55,1
English,Arabic,15,en-ar.test,15,AQNOTFW1HV5JG,2,11,47,77,1
English,Arabic,10,en-ar.test,10,A2IC9J5H77O3O5,28,56,15,33,2
English,Arabic,11,en-ar.test,11,A2IC9J5H77O3O5,15,33,30,59,2
English,Arabic,12,en-ar.test,12,A2IC9J5H77O3O5,21,48,1,10,2
English,Arabic,13,en-ar.test,13,A3D4U1VY8VSDI6,1,10,28,56,1
English,Arabic,14,en-ar.test,14,A3D4U1VY8VSDI6,24,51,21,48,1
English,Arabic,15,en-ar.test,15,A3D4U1VY8VSDI6,28,56,1,10,1
English,Arabic,19,en-ar.test,19,A2QZIVQJ94J6WN,27,55,32,61,2
English,Arabic,20,en-ar.test,20,A2QZIVQJ94J6WN,10,23,32,61,2
English,Arabic,21,en-ar.test,21,A2QZIVQJ94J6WN,47,77,18,40,1
English,Arabic,19,en-ar.test,19,A1NNVDY4UOFGJI,28,56,18,40,2
English,Arabic,20,en-ar.test,20,A1NNVDY4UOFGJI,21,48,27,55,2
English,Arabic,21,en-ar.test,21,A1NNVDY4UOFGJI,1,10,48,78,2
English,Arabic,13,en-ar.test,13,A156UN1VM5KXAQ,28,56,15,33,2
English,Arabic,14,en-ar.test,14,A156UN1VM5KXAQ,11,24,24,51,2
English,Arabic,15,en-ar.test,15,A156UN1VM5KXAQ,2,11,11,24,2
English,Arabic,7,en-ar.test,7,A156UN1VM5KXAQ,15,33,11,24,1
English,Arabic,8,en-ar.test,8,A156UN1VM5KXAQ,2,11,10,23,1
English,Arabic,9,en-ar.test,9,A156UN1VM5KXAQ,30,59,18,40,1
English,Arabic,1,en-ar.test,1,AZPPKDVC1DES0,21,48,47,77,2
English,Arabic,2,en-ar.test,2,AZPPKDVC1DES0,48,78,21,48,1
English,Arabic,3,en-ar.test,3,AZPPKDVC1DES0,32,61,1,10,2
English,Arabic,19,en-ar.test,19,AQNOTFW1HV5JG,27,55,49,79,2
English,Arabic,20,en-ar.test,20,AQNOTFW1HV5JG,15,33,22,49,1
English,Arabic,21,en-ar.test,21,AQNOTFW1HV5JG,48,78,45,75,1
English,Arabic,10,en-ar.test,10,AZPPKDVC1DES0,48,78,45,75,1
English,Arabic,11,en-ar.test,11,AZPPKDVC1DES0,1,10,11,24,1
English,Arabic,12,en-ar.test,12,AZPPKDVC1DES0,27,55,15,33,2
English,Arabic,7,en-ar.test,7,AK7I8N9JA35W4,45,75,30,59,2
English,Arabic,8,en-ar.test,8,AK7I8N9JA35W4,10,23,21,48,1
English,Arabic,9,en-ar.test,9,AK7I8N9JA35W4,21,48,22,49,2
English,Arabic,13,en-ar.test,13,A2IC9J5H77O3O5,30,59,18,40,2
English,Arabic,14,en-ar.test,14,A2IC9J5H77O3O5,10,23,27,55,1
English,Arabic,15,en-ar.test,15,A2IC9J5H77O3O5,11,24,47,77,2
English,Arabic,7,en-ar.test,7,A156UN1VM5KXAQ,18,40,1,10,1
English,Arabic,8,en-ar.test,8,A156UN1VM5KXAQ,24,51,32,61,2
English,Arabic,9,en-ar.test,9,A156UN1VM5KXAQ,27,55,30,59,2
English,Arabic,7,en-ar.test,7,A156UN1VM5KXAQ,28,56,21,48,1
English,Arabic,8,en-ar.test,8,A156UN1VM5KXAQ,1,10,47,77,11
English,Arabic,9,en-ar.test,9,A156UN1VM5KXAQ,21,48,2,11,2
English,Arabic,10,en-ar.test,10,A240PUH4BYO6KR,21,48,45,75,2
English,Arabic,11,en-ar.test,11,A240PUH4BYO6KR,47,77,49,79,2
English,Arabic,12,en-ar.test,12,A240PUH4BYO6KR,22,49,21,48,1
English,Arabic,7,en-ar.test,7,A240PUH4BYO6KR,2,11,28,56,11
English,Arabic,8,en-ar.test,8,A240PUH4BYO6KR,28,56,2,11,11
English,Arabic,9,en-ar.test,9,A240PUH4BYO6KR,2,11,11,24,2
English,Arabic,19,en-ar.test,19,A2IC9J5H77O3O5,49,79,48,78,2
English,Arabic,20,en-ar.test,20,A2IC9J5H77O3O5,32,61,11,24,11
English,Arabic,21,en-ar.test,21,A2IC9J5H77O3O5,2,11,15,33,1
English,Arabic,16,en-ar.test,16,AK7I8N9JA35W4,21,48,18,40,2
English,Arabic,17,en-ar.test,17,AK7I8N9JA35W4,15,33,32,61,1
English,Arabic,18,en-ar.test,18,AK7I8N9JA35W4,28,56,30,59,1
English,Arabic,7,en-ar.test,7,AQNOTFW1HV5JG,32,61,11,24,2
English,Arabic,8,en-ar.test,8,AQNOTFW1HV5JG,22,49,27,55,1
English,Arabic,9,en-ar.test,9,AQNOTFW1HV5JG,15,33,10,23,1
English,Arabic,1,en-ar.test,1,A240PUH4BYO6KR,48,78,11,24,1
English,Arabic,2,en-ar.test,2,A240PUH4BYO6KR,28,56,18,40,2
English,Arabic,3,en-ar.test,3,A240PUH4BYO6KR,28,56,24,51,2
English,Arabic,25,en-ar.test,25,A156UN1VM5KXAQ,47,77,48,78,2
English,Arabic,26,en-ar.test,26,A156UN1VM5KXAQ,32,61,49,79,11
English,Arabic,27,en-ar.test,27,A156UN1VM5KXAQ,47,77,11,24,1
English,Arabic,19,en-ar.test,19,A156UN1VM5KXAQ,1,10,32,61,1
English,Arabic,20,en-ar.test,20,A156UN1VM5KXAQ,45,75,32,61,1
English,Arabic,21,en-ar.test,21,A156UN1VM5KXAQ,28,56,18,40,11
English,Arabic,1,en-ar.test,1,A2IC9J5H77O3O5,11,24,30,59,1
English,Arabic,2,en-ar.test,2,A2IC9J5H77O3O5,15,33,47,77,2
English,Arabic,3,en-ar.test,3,A2IC9J5H77O3O5,11,24,18,40,11
English,Arabic,16,en-ar.test,16,AQNOTFW1HV5JG,48,78,32,61,2
English,Arabic,17,en-ar.test,17,AQNOTFW1HV5JG,10,23,22,49,2
English,Arabic,18,en-ar.test,18,AQNOTFW1HV5JG,1,10,30,59,1
English,Arabic,4,en-ar.test,4,A2IC9J5H77O3O5,45,75,11,24,2
English,Arabic,5,en-ar.test,5,A2IC9J5H77O3O5,10,23,45,75,2
English,Arabic,6,en-ar.test,6,A2IC9J5H77O3O5,32,61,18,40,11
English,Arabic,16,en-ar.test,16,A3NZX8SBUA1O6B,28,56,10,23,1
English,Arabic,17,en-ar.test,17,A3NZX8SBUA1O6B,32,61,30,59,2
English,Arabic,18,en-ar.test,18,A3NZX8SBUA1O6B,45,75,48,78,2
English,Arabic,10,en-ar.test,10,A156UN1VM5KXAQ,45,75,49,79,2
English,Arabic,11,en-ar.test,11,A156UN1VM5KXAQ,18,40,10,23,2
English,Arabic,12,en-ar.test,12,A156UN1VM5KXAQ,18,40,21,48,1
English,Arabic,10,en-ar.test,10,A3D4U1VY8VSDI6,45,75,49,79,2
English,Arabic,11,en-ar.test,11,A3D4U1VY8VSDI6,18,40,10,23,2
English,Arabic,12,en-ar.test,12,A3D4U1VY8VSDI6,18,40,21,48,1
English,Arabic,13,en-ar.test,13,AZPPKDVC1DES0,32,61,47,77,1
English,Arabic,14,en-ar.test,14,AZPPKDVC1DES0,27,55,21,48,1
English,Arabic,15,en-ar.test,15,AZPPKDVC1DES0,18,40,47,77,1
English,Arabic,4,en-ar.test,4,AQNOTFW1HV5JG,48,78,47,77,1
English,Arabic,5,en-ar.test,5,AQNOTFW1HV5JG,21,48,27,55,2
English,Arabic,6,en-ar.test,6,AQNOTFW1HV5JG,22,49,15,33,2
English,Arabic,4,en-ar.test,4,AZPPKDVC1DES0,48,78,47,77,1
English,Arabic,5,en-ar.test,5,AZPPKDVC1DES0,21,48,27,55,2
English,Arabic,6,en-ar.test,6,AZPPKDVC1DES0,22,49,15,33,2
English,Arabic,16,en-ar.test,16,AZPPKDVC1DES0,18,40,1,10,2
English,Arabic,17,en-ar.test,17,AZPPKDVC1DES0,45,75,32,61,2
English,Arabic,18,en-ar.test,18,AZPPKDVC1DES0,45,75,32,61,2
English,Arabic,1,en-ar.test,1,AK7I8N9JA35W4,2,11,30,59,1
English,Arabic,2,en-ar.test,2,AK7I8N9JA35W4,28,56,45,75,11
English,Arabic,3,en-ar.test,3,AK7I8N9JA35W4,10,23,1,10,11
English,Arabic,16,en-ar.test,16,AQNOTFW1HV5JG,15,33,11,24,2
English,Arabic,17,en-ar.test,17,AQNOTFW1HV5JG,47,77,10,23,1
English,Arabic,18,en-ar.test,18,AQNOTFW1HV5JG,30,59,2,11,1
English,Arabic,16,en-ar.test,16,A240PUH4BYO6KR,30,59,22,49,11
English,Arabic,17,en-ar.test,17,A240PUH4BYO6KR,18,40,2,11,2
English,Arabic,18,en-ar.test,18,A240PUH4BYO6KR,11,24,1,10,11
English,Arabic,16,en-ar.test,16,A1NNVDY4UOFGJI,18,40,28,56,1
English,Arabic,17,en-ar.test,17,A1NNVDY4UOFGJI,48,78,11,24,1
English,Arabic,18,en-ar.test,18,A1NNVDY4UOFGJI,21,48,10,23,2
English,Arabic,10,en-ar.test,10,A22S5BDC3RQHWO,27,55,18,40,2
English,Arabic,11,en-ar.test,11,A22S5BDC3RQHWO,48,78,21,48,1
English,Arabic,12,en-ar.test,12,A22S5BDC3RQHWO,15,33,1,10,1
English,Arabic,25,en-ar.test,25,AQNOTFW1HV5JG,49,79,32,61,1
English,Arabic,26,en-ar.test,26,AQNOTFW1HV5JG,15,33,28,56,2
English,Arabic,27,en-ar.test,27,AQNOTFW1HV5JG,49,79,21,48,1
English,Arabic,25,en-ar.test,25,AK7I8N9JA35W4,49,79,32,61,11
English,Arabic,26,en-ar.test,26,AK7I8N9JA35W4,15,33,28,56,11
English,Arabic,27,en-ar.test,27,AK7I8N9JA35W4,49,79,21,48,1
English,Arabic,7,en-ar.test,7,A3D4U1VY8VSDI6,30,59,22,49,2
English,Arabic,8,en-ar.test,8,A3D4U1VY8VSDI6,47,77,28,56,1
English,Arabic,9,en-ar.test,9,A3D4U1VY8VSDI6,1,10,48,78,11
English,Arabic,25,en-ar.test,25,AQNOTFW1HV5JG,10,23,30,59,1
English,Arabic,26,en-ar.test,26,AQNOTFW1HV5JG,22,49,2,11,2
English,Arabic,27,en-ar.test,27,AQNOTFW1HV5JG,15,33,10,23,2
English,Arabic,19,en-ar.test,19,A2PB7ZQJM2K74T,45,75,24,51,1
English,Arabic,20,en-ar.test,20,A2PB7ZQJM2K74T,15,33,21,48,1
English,Arabic,21,en-ar.test,21,A2PB7ZQJM2K74T,11,24,47,77,11
English,Arabic,13,en-ar.test,13,A156UN1VM5KXAQ,28,56,1,10,2
English,Arabic,14,en-ar.test,14,A156UN1VM5KXAQ,18,40,2,11,2
English,Arabic,15,en-ar.test,15,A156UN1VM5KXAQ,32,61,10,23,2
English,Arabic,19,en-ar.test,19,AQNOTFW1HV5JG,15,33,47,77,2
English,Arabic,20,en-ar.test,20,AQNOTFW1HV5JG,11,24,28,56,2
English,Arabic,21,en-ar.test,21,AQNOTFW1HV5JG,22,49,15,33,1
English,Arabic,25,en-ar.test,25,AQNOTFW1HV5JG,49,79,30,59,1
English,Arabic,26,en-ar.test,26,AQNOTFW1HV5JG,10,23,1,10,2
English,Arabic,27,en-ar.test,27,AQNOTFW1HV5JG,27,55,32,61,1
English,Arabic,25,en-ar.test,25,A1GKEWOI8YA9K3,49,79,30,59,2
English,Arabic,26,en-ar.test,26,A1GKEWOI8YA9K3,10,23,1,10,2
English,Arabic,27,en-ar.test,27,A1GKEWOI8YA9K3,27,55,32,61,1
English,Arabic,7,en-ar.test,7,AQNOTFW1HV5JG,30,59,15,33,2
English,Arabic,8,en-ar.test,8,AQNOTFW1HV5JG,47,77,11,24,11
English,Arabic,9,en-ar.test,9,AQNOTFW1HV5JG,1,10,47,77,1
English,Arabic,16,en-ar.test,16,A2QZIVQJ94J6WN,49,79,48,78,1
English,Arabic,17,en-ar.test,17,A2QZIVQJ94J6WN,15,33,11,24,1
English,Arabic,18,en-ar.test,18,A2QZIVQJ94J6WN,22,49,21,48,1
English,Arabic,13,en-ar.test,13,A2QZIVQJ94J6WN,28,56,21,48,1
English,Arabic,14,en-ar.test,14,A2QZIVQJ94J6WN,22,49,11,24,1
English,Arabic,15,en-ar.test,15,A2QZIVQJ94J6WN,2,11,45,75,1
English,Arabic,13,en-ar.test,13,A156UN1VM5KXAQ,28,56,18,40,1
English,Arabic,14,en-ar.test,14,A156UN1VM5KXAQ,27,55,2,11,2
English,Arabic,15,en-ar.test,15,A156UN1VM5KXAQ,49,79,1,10,11
English,Arabic,10,en-ar.test,10,A2QZIVQJ94J6WN,48,78,11,24,2
English,Arabic,11,en-ar.test,11,A2QZIVQJ94J6WN,47,77,24,51,2
English,Arabic,12,en-ar.test,12,A2QZIVQJ94J6WN,28,56,27,55,1
English,Arabic,7,en-ar.test,7,AQ6GPI391TI01,30,59,21,48,1
English,Arabic,8,en-ar.test,8,AQ6GPI391TI01,45,75,32,61,2
English,Arabic,9,en-ar.test,9,AQ6GPI391TI01,27,55,30,59,1
English,Arabic,13,en-ar.test,13,AQ6GPI391TI01,30,59,28,56,2
English,Arabic,14,en-ar.test,14,AQ6GPI391TI01,22,49,28,56,1
English,Arabic,15,en-ar.test,15,AQ6GPI391TI01,24,51,11,24,1
English,Arabic,4,en-ar.test,4,A2QZIVQJ94J6WN,15,33,27,55,2
English,Arabic,5,en-ar.test,5,A2QZIVQJ94J6WN,32,61,15,33,1
English,Arabic,6,en-ar.test,6,A2QZIVQJ94J6WN,15,33,24,51,2
English,Arabic,1,en-ar.test,1,A156UN1VM5KXAQ,18,40,22,49,11
English,Arabic,2,en-ar.test,2,A156UN1VM5KXAQ,11,24,30,59,1
English,Arabic,3,en-ar.test,3,A156UN1VM5KXAQ,48,78,49,79,1
English,Arabic,16,en-ar.test,16,A156UN1VM5KXAQ,45,75,21,48,1
English,Arabic,17,en-ar.test,17,A156UN1VM5KXAQ,21,48,30,59,2
English,Arabic,18,en-ar.test,18,A156UN1VM5KXAQ,1,10,18,40,1
English,Arabic,25,en-ar.test,25,A2QZIVQJ94J6WN,30,59,21,48,1
English,Arabic,26,en-ar.test,26,A2QZIVQJ94J6WN,27,55,32,61,1
English,Arabic,27,en-ar.test,27,A2QZIVQJ94J6WN,1,10,10,23,2
English,Arabic,10,en-ar.test,10,A1NNVDY4UOFGJI,47,77,15,33,11
English,Arabic,11,en-ar.test,11,A1NNVDY4UOFGJI,49,79,27,55,1
English,Arabic,12,en-ar.test,12,A1NNVDY4UOFGJI,2,11,1,10,2
English,Arabic,16,en-ar.test,16,A156UN1VM5KXAQ,49,79,18,40,11
English,Arabic,17,en-ar.test,17,A156UN1VM5KXAQ,22,49,45,75,2
English,Arabic,18,en-ar.test,18,A156UN1VM5KXAQ,24,51,18,40,11
English,Arabic,19,en-ar.test,19,A2QZIVQJ94J6WN,45,75,28,56,2
English,Arabic,20,en-ar.test,20,A2QZIVQJ94J6WN,22,49,48,78,2
English,Arabic,21,en-ar.test,21,A2QZIVQJ94J6WN,27,55,18,40,11
English,Arabic,4,en-ar.test,4,A2QZIVQJ94J6WN,45,75,24,51,2
English,Arabic,5,en-ar.test,5,A2QZIVQJ94J6WN,28,56,30,59,1
English,Arabic,6,en-ar.test,6,A2QZIVQJ94J6WN,45,75,1,10,2
English,Arabic,16,en-ar.test,16,A2QZIVQJ94J6WN,30,59,15,33,1
English,Arabic,17,en-ar.test,17,A2QZIVQJ94J6WN,48,78,22,49,1
English,Arabic,18,en-ar.test,18,A2QZIVQJ94J6WN,10,23,28,56,2
English,Arabic,19,en-ar.test,19,A2QZIVQJ94J6WN,22,49,2,11,1
English,Arabic,20,en-ar.test,20,A2QZIVQJ94J6WN,10,23,24,51,2
English,Arabic,21,en-ar.test,21,A2QZIVQJ94J6WN,22,49,15,33,1
English,Arabic,25,en-ar.test,25,A156UN1VM5KXAQ,24,51,47,77,1
English,Arabic,26,en-ar.test,26,A156UN1VM5KXAQ,27,55,47,77,1
English,Arabic,27,en-ar.test,27,A156UN1VM5KXAQ,27,55,45,75,2
English,Arabic,25,en-ar.test,25,A2QZIVQJ94J6WN,49,79,24,51,2
English,Arabic,26,en-ar.test,26,A2QZIVQJ94J6WN,10,23,15,33,2
English,Arabic,27,en-ar.test,27,A2QZIVQJ94J6WN,1,10,30,59,1
English,Arabic,16,en-ar.test,16,A2QZIVQJ94J6WN,15,33,21,48,1
English,Arabic,17,en-ar.test,17,A2QZIVQJ94J6WN,22,49,1,10,1
English,Arabic,18,en-ar.test,18,A2QZIVQJ94J6WN,30,59,47,77,11
English,Arabic,16,en-ar.test,16,A156UN1VM5KXAQ,28,56,1,10,2
English,Arabic,17,en-ar.test,17,A156UN1VM5KXAQ,24,51,32,61,1
English,Arabic,18,en-ar.test,18,A156UN1VM5KXAQ,2,11,47,77,2
English,Arabic,22,en-ar.test,22,A2QZIVQJ94J6WN,10,23,45,75,2
English,Arabic,23,en-ar.test,23,A2QZIVQJ94J6WN,18,40,1,10,1
English,Arabic,24,en-ar.test,24,A2QZIVQJ94J6WN,1,10,28,56,1
English,Arabic,13,en-ar.test,13,A2QZIVQJ94J6WN,18,40,47,77,2
English,Arabic,14,en-ar.test,14,A2QZIVQJ94J6WN,47,77,30,59,11
English,Arabic,15,en-ar.test,15,A2QZIVQJ94J6WN,21,48,24,51,2
English,Arabic,10,en-ar.test,10,A2QZIVQJ94J6WN,24,51,47,77,1
English,Arabic,11,en-ar.test,11,A2QZIVQJ94J6WN,32,61,30,59,2
English,Arabic,12,en-ar.test,12,A2QZIVQJ94J6WN,48,78,1,10,2
English,Arabic,10,en-ar.test,10,A156UN1VM5KXAQ,24,51,47,77,1
English,Arabic,11,en-ar.test,11,A156UN1VM5KXAQ,32,61,30,59,11
English,Arabic,12,en-ar.test,12,A156UN1VM5KXAQ,48,78,1,10,11
English,Arabic,7,en-ar.test,7,A156UN1VM5KXAQ,49,79,21,48,1
English,Arabic,8,en-ar.test,8,A156UN1VM5KXAQ,28,56,22,49,1
English,Arabic,9,en-ar.test,9,A156UN1VM5KXAQ,22,49,21,48,1
English,Arabic,7,en-ar.test,7,A156UN1VM5KXAQ,11,24,15,33,2
English,Arabic,8,en-ar.test,8,A156UN1VM5KXAQ,10,23,32,61,2
English,Arabic,9,en-ar.test,9,A156UN1VM5KXAQ,10,23,30,59,11
English,Arabic,22,en-ar.test,22,A2QZIVQJ94J6WN,2,11,1,10,1
English,Arabic,23,en-ar.test,23,A2QZIVQJ94J6WN,48,78,10,23,2
English,Arabic,24,en-ar.test,24,A2QZIVQJ94J6WN,18,40,15,33,1
English,Arabic,22,en-ar.test,22,A2QZIVQJ94J6WN,28,56,18,40,2
English,Arabic,23,en-ar.test,23,A2QZIVQJ94J6WN,45,75,18,40,2
English,Arabic,24,en-ar.test,24,A2QZIVQJ94J6WN,49,79,48,78,1
English,Arabic,22,en-ar.test,22,AQ6GPI391TI01,47,77,32,61,1
English,Arabic,23,en-ar.test,23,AQ6GPI391TI01,1,10,32,61,1
English,Arabic,24,en-ar.test,24,AQ6GPI391TI01,30,59,28,56,2
English,Arabic,13,en-ar.test,13,A2QZIVQJ94J6WN,47,77,10,23,2
English,Arabic,14,en-ar.test,14,A2QZIVQJ94J6WN,30,59,15,33,2
English,Arabic,15,en-ar.test,15,A2QZIVQJ94J6WN,18,40,15,33,1
